Gene stable ID	Gene % GC content	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	NCBI gene ID	Transcript length (including UTRs and CDS)	Transcript support level (TSL)
ENSG00000260680	38.85	16	35420291	35421209	AGGF1P5		919	tslNA
ENSG00000261299	44.38	16	35425364	35426483	C2orf69P3		1120	tslNA
ENSG00000278681	46.29	16	35435303	35436341	AC018558.4		281	tslNA
ENSG00000214581	38.15	16	35446898	35449411	ZNF971P		1249	tslNA
ENSG00000214581	38.15	16	35446898	35449411	ZNF971P		461	tsl3
ENSG00000184602	59.43	16	11668414	11679159	SNN	8303	3312	tsl1
ENSG00000227228	41.05	CHR_HSCHR6_MHC_COX_CTG1	29461167	29466379	UBDP1		382	tslNA
ENSG00000165733	40.62	10	42782801	42834937	BMS1	9790	7753	tsl1
ENSG00000256806	50.62	17	6651718	6693202	C17orf100	388327	1756	tslNA
ENSG00000256806	50.62	17	6651718	6693202	C17orf100	388327	1062	tsl5
ENSG00000256806	50.62	17	6651718	6693202	C17orf100	388327	811	tsl5
ENSG00000224444	52.82	CHR_HSCHR6_MHC_COX_CTG1	29471596	29472642	MAS1LP1		1047	tslNA
ENSG00000279366	38.59	18	47912207	47912504	AC120349.2		298	tslNA
ENSG00000279707	35.73	18	47866839	47867367	AC120349.3		529	tslNA
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	3435	tsl1
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	5398	tslNA
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	3176	tsl2
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	1738	tsl2
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	1723	tsl1
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	419	tsl3
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	618	tsl2
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	2506	tsl2
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	986	tsl5
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	538	tsl4
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	574	tsl4
ENSG00000141485	51.78	17	6684713	6713567	SLC13A5	284111	547	tsl5
ENSG00000230617	50.41	7	83424880	83425002	AC079987.1		123	tslNA
ENSG00000196812	41.50	6	28124560	28130082	ZSCAN16	80345	1328	tsl1
ENSG00000231787	59.35	X	103904322	103904754	AC234782.3		433	tslNA
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	34526	tsl1
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	12075	tsl1
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	1971	tsl5
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	1714	tsl2
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	584	tsl3
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	1042	tsl3
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	828	tsl5
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	575	tsl4
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	564	tsl5
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	527	tsl3
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	663	tsl3
ENSG00000175387	37.52	18	47808957	47931146	SMAD2	4087	10445	tsl1
ENSG00000130943	47.60	22	46255663	46263355	PKDREJ	10343	7693	tslNA
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	6526	tsl1
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	587	tsl2
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	723	tsl4
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	475	tsl2
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	141	tsl3
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	510	tsl2
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	2003	tsl2
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	772	tsl2
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	600	tsl2
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	2127	tsl1
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	651	tsl1
ENSG00000115524	39.41	2	197389784	197435091	SF3B1	23451	593	tsl4
ENSG00000261839	43.07	6	28136849	28139678	AL358933.1		2830	tslNA
ENSG00000276298	44.14	X	103909126	103909449	AC234782.5		324	tslNA
ENSG00000269293	40.71	6	28121795	28137293	ZSCAN16-AS1	100129195	2163	tsl2
ENSG00000269293	40.71	6	28121795	28137293	ZSCAN16-AS1	100129195	1536	tsl1
ENSG00000234345	44.18	X	103910305	103911352	AC234782.4		1048	tslNA
ENSG00000244159	42.62	8	53887008	53887244	RPS27AP13		237	tslNA
ENSG00000159527	46.94	1	153297862	153310718	PGLYRP3	114771	1173	tsl1
ENSG00000272457	41.20	8	53876150	53876649	AC113194.1		500	tslNA
ENSG00000273045	43.01	2	99141485	99151487	C2orf15	150590	1667	tsl1
ENSG00000273045	43.01	2	99141485	99151487	C2orf15	150590	1058	tsl3
ENSG00000273045	43.01	2	99141485	99151487	C2orf15	150590	541	tsl3
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	2104	tsl1
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	1518	tsl1
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	1667	tsl1
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	1434	tsl1
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	455	tsl3
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	668	tsl2
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	1559	tsl2
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	1664	tsl1
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	610	tsl1
ENSG00000147509	42.32	8	53851808	53959303	RGS20	8601	793	tsl4
ENSG00000236407	40.23	1	80283352	80283970	HMGB1P18		619	tslNA
ENSG00000230312	53.97	X	103928099	103929017	AC234782.1		919	tslNA
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	762	tsl4
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	2150	tsl1
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	2065	tsl1
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	4229	tsl5
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	1664	tsl5
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	3950	tsl5
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	1687	tsl5
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	659	tsl5
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	2709	tsl1
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	1859	tsl1
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	581	tsl2
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	603	tsl4
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	3914	tsl5
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	3898	tsl1
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	4138	tsl2
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	4228	tsl2
ENSG00000015171	37.80	10	134465	254637	ZMYND11	10771	4066	tsl5
ENSG00000158427	41.72	X	103918896	103966712	TMSB15B	286527	1666	tsl2
ENSG00000158427	41.72	X	103918896	103966712	TMSB15B	286527	2002	tsl2
ENSG00000158427	41.72	X	103918896	103966712	TMSB15B	286527	590	tsl4
ENSG00000158427	41.72	X	103918896	103966712	TMSB15B	286527	2186	tsl1
ENSG00000158427	41.72	X	103918896	103966712	TMSB15B	286527	663	tsl3
ENSG00000158427	41.72	X	103918896	103966712	TMSB15B	286527	665	tsl1
ENSG00000225598	33.70	1	80373364	80374621	AL606519.1		580	tsl2
ENSG00000229025	38.36	21	26349780	26350634	AP001595.1		516	tsl2
ENSG00000145103	44.11	3	121987323	122022204	ILDR1	286676	2659	tsl1
ENSG00000145103	44.11	3	121987323	122022204	ILDR1	286676	2226	tsl1
ENSG00000145103	44.11	3	121987323	122022204	ILDR1	286676	1456	tsl1
ENSG00000145103	44.11	3	121987323	122022204	ILDR1	286676	1612	tsl1
ENSG00000145103	44.11	3	121987323	122022204	ILDR1	286676	1702	tsl1
ENSG00000213559	44.79	1	80451083	80452004	HNRNPA1P64		922	tslNA
ENSG00000065978	40.41	1	42682427	42702349	YBX1	4904	1514	tsl1
ENSG00000065978	40.41	1	42682427	42702349	YBX1	4904	776	tsl5
ENSG00000065978	40.41	1	42682427	42702349	YBX1	4904	1524	tsl1
ENSG00000065978	40.41	1	42682427	42702349	YBX1	4904	770	tsl2
ENSG00000211653	58.80	22	22409766	22410282	IGLV1-40		407	tslNA
ENSG00000135870	38.58	1	173931214	174022297	RC3H1	149041	11261	tsl5
ENSG00000135870	38.58	1	173931214	174022297	RC3H1	149041	3775	tsl2
ENSG00000135870	38.58	1	173931214	174022297	RC3H1	149041	481	tsl3
ENSG00000135870	38.58	1	173931214	174022297	RC3H1	149041	303	tsl3
ENSG00000135870	38.58	1	173931214	174022297	RC3H1	149041	368	tsl3
ENSG00000135870	38.58	1	173931214	174022297	RC3H1	149041	10988	tsl1
ENSG00000224144	41.12	22	22420326	22421310	ASH2LP1		985	tslNA
ENSG00000250609	57.08	4	154523487	154524807	AC110753.1		1022	tslNA
ENSG00000102021	40.54	X	115289727	115307556	LUZP4	51213	1606	tsl2
ENSG00000102021	40.54	X	115289727	115307556	LUZP4	51213	1701	tsl1
ENSG00000234337	49.93	16	52655307	52656045	AC026462.1		739	tslNA
ENSG00000158417	38.48	2	99337353	99401326	EIF5B	9669	5777	tsl1
ENSG00000158417	38.48	2	99337353	99401326	EIF5B	9669	573	tsl2
ENSG00000158417	38.48	2	99337353	99401326	EIF5B	9669	664	tsl2
ENSG00000158417	38.48	2	99337353	99401326	EIF5B	9669	2331	tsl2
ENSG00000158417	38.48	2	99337353	99401326	EIF5B	9669	4698	tsl5
ENSG00000197934	38.21	21	26393635	26569252	CYYR1-AS1	100996571	422	tsl2
ENSG00000197934	38.21	21	26393635	26569252	CYYR1-AS1	100996571	3412	tsl2
ENSG00000259561	42.74	15	89704665	89705415	AC079075.2		449	tsl4
ENSG00000140527	42.99	15	89690797	89743638	WDR93	56964	2409	tsl1
ENSG00000140527	42.99	15	89690797	89743638	WDR93	56964	2293	tsl2
ENSG00000140527	42.99	15	89690797	89743638	WDR93	56964	1886	tsl1
ENSG00000140527	42.99	15	89690797	89743638	WDR93	56964	560	tsl5
ENSG00000140527	42.99	15	89690797	89743638	WDR93	56964	1813	tsl2
ENSG00000163218	44.46	1	153330120	153348840	PGLYRP4	57115	1834	tsl1
ENSG00000163218	44.46	1	153330120	153348840	PGLYRP4	57115	2116	tsl5
ENSG00000163218	44.46	1	153330120	153348840	PGLYRP4	57115	531	tsl3
ENSG00000274374	47.50	X	115424064	115425600	AC239600.2		1165	tslNA
ENSG00000273115	42.95	21	26459903	26460214	AP001596.2		312	tslNA
ENSG00000166265	37.29	21	26466209	26573284	CYYR1	116159	3101	tsl1
ENSG00000166265	37.29	21	26466209	26573284	CYYR1	116159	735	tsl1
ENSG00000271021	56.28	X	115454733	115455194	AC239600.1		462	tslNA
ENSG00000283587	50.69	12	2726400	2727050	AC092471.2		651	tslNA
ENSG00000236570	45.15	3	18538673	18539899	RAD23BP1		1227	tslNA
ENSG00000260974	46.53	16	32675037	32678831	AC138907.3		262	tsl3
ENSG00000274840	39.77	3	18013226	18041603	AC132807.2		307	tsl5
ENSG00000274840	39.77	3	18013226	18041603	AC132807.2		339	tsl5
ENSG00000203593	38.20	12	2004666	2011392	AC005342.1		629	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	1887	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	2031	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	1053	tsl3
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	1116	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	660	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	823	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	638	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	24150	566	tsl4
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	1887	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	2031	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	1053	tsl3
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	1116	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	660	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	823	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	638	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723655	566	tsl4
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	1887	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	2031	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	1053	tsl3
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	1116	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	660	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	823	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	638	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102723713	566	tsl4
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	1887	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	2031	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	1053	tsl3
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	1116	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	660	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	823	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	638	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724101	566	tsl4
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	1887	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	2031	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	1053	tsl3
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	1116	tsl1
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	660	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	823	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	638	tsl2
ENSG00000183632	50.83	16	32673528	32676732	TP53TG3	102724127	566	tsl4
ENSG00000213383	40.92	3	17871729	17872598	AC104297.1		870	tslNA
ENSG00000258092	48.67	12	2797136	2803938	AC005841.1		287	tsl3
ENSG00000231780	34.31	3	17333126	17333431	AC090960.1		306	tslNA
ENSG00000217130	52.01	6	34744176	34744673	AL139100.1		498	tslNA
ENSG00000233133	68.18	3	17706058	17706233	AC104451.1		176	tslNA
ENSG00000256025	42.78	12	2220537	2223479	CACNA1C-AS4	100874234	735	tsl3
ENSG00000227067	46.06	X	103961811	103962279	DPPA3P1		469	tslNA
ENSG00000231728	52.99	X	103917411	103919548	AC234782.2	100128594	1240	tsl2
ENSG00000231728	52.99	X	103917411	103919548	AC234782.2	100128594	197	tsl3
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		737	tsl2
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		1119	tsl2
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		895	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		1254	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		982	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		955	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		589	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		665	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		503	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		807	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		814	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		736	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		676	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		690	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		583	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		620	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		863	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		888	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		831	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		992	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		538	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		741	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		983	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		625	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		702	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		882	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		808	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		604	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		868	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		932	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		878	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		714	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		655	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		685	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		1008	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		798	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		898	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		788	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		761	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		743	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		793	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		881	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		782	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		854	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		812	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		847	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		776	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		591	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		853	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		610	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		751	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		735	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		813	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		582	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		398	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		775	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		540	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		682	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		759	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		592	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		667	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		320	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		664	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		622	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		611	tsl5
ENSG00000228956	37.10	3	18445024	18920401	SATB1-AS1		726	tsl3
ENSG00000224438	47.44	12	2781904	2782371	RPL23AP14		468	tslNA
ENSG00000188976	59.55	1	944204	959309	NOC2L	26155	1611	tsl2
ENSG00000188976	59.55	1	944204	959309	NOC2L	26155	2790	tsl1
ENSG00000188976	59.55	1	944204	959309	NOC2L	26155	4201	tsl5
ENSG00000188976	59.55	1	944204	959309	NOC2L	26155	149	tsl5
ENSG00000188976	59.55	1	944204	959309	NOC2L	26155	865	tsl3
ENSG00000188976	59.55	1	944204	959309	NOC2L	26155	878	tsl2
ENSG00000270195	60.47	4	1712821	1713622	AC016773.1		802	tslNA
ENSG00000258136	40.18	12	107736555	107759968	AC007622.2	101929162	567	tsl4
ENSG00000258136	40.18	12	107736555	107759968	AC007622.2	101929162	1680	tsl2
ENSG00000241991	40.22	5	62561859	62562216	AC114982.2		358	tslNA
ENSG00000268942	46.41	5	62512246	62512482	CKS1BP3		237	tslNA
ENSG00000278754	47.73	9	15524576	15524707	AL513423.1		132	tslNA
ENSG00000232692	39.79	21	26378552	26471698	AP001596.1		781	tsl5
ENSG00000232692	39.79	21	26378552	26471698	AP001596.1		644	tsl3
ENSG00000232692	39.79	21	26378552	26471698	AP001596.1		1078	tsl3
ENSG00000232692	39.79	21	26378552	26471698	AP001596.1		601	tsl5
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	7497	tsl1
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	581	tsl3
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	4238	tsl1
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	5246	tsl1
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	972	tsl1
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	1889	tsl2
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	684	tsl3
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	906	tsl4
ENSG00000083642	36.62	13	32586427	32778019	PDS5B	23047	797	tsl2
ENSG00000213362	49.55	9	15527133	15527683	FTH1P12		551	tslNA
ENSG00000110851	41.21	12	107732866	107761272	PRDM4	11108	4210	tsl2
ENSG00000110851	41.21	12	107732866	107761272	PRDM4	11108	2591	tsl1
ENSG00000110851	41.21	12	107732866	107761272	PRDM4	11108	568	tsl2
ENSG00000110851	41.21	12	107732866	107761272	PRDM4	11108	837	tsl3
ENSG00000110851	41.21	12	107732866	107761272	PRDM4	11108	585	tsl5
ENSG00000110851	41.21	12	107732866	107761272	PRDM4	11108	640	tsl3
ENSG00000279663	35.27	2	16541690	16545695	AC104623.2		4006	tslNA
ENSG00000279663	35.27	2	16541690	16545695	AC104623.2		4002	tslNA
ENSG00000260326	53.46	16	52934813	52935635	PHBP21		823	tslNA
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	584	tsl2
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	3005	tsl2
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	530	tsl4
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	4356	tsl1
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	554	tsl4
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	3564	tsl2
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	550	tsl3
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	458	tsl3
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	655	tsl3
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	1865	tsl3
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	506	tsl3
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	1368	tsl5
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	1725	tsl2
ENSG00000086200	38.30	5	62403972	62628582	IPO11	51194	599	tsl3
ENSG00000267292	46.43	18	12050309	12050672	AP001542.2		364	tslNA
ENSG00000253889	54.86	22	22425821	22426314	IGLVI-38		385	tslNA
ENSG00000211654	54.03	22	22427540	22428035	IGLV5-37		374	tslNA
ENSG00000211655	56.10	22	22431958	22432465	IGLV1-36		393	tslNA
ENSG00000230821	43.79	22	22446686	22448336	AC245291.2		1651	tslNA
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		4434	tsl2
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		779	tsl5
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		420	tsl3
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		483	tsl3
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		491	tsl3
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		794	tsl5
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		1001	tsl3
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		410	tsl3
ENSG00000261971	58.44	16	3051096	3059370	MMP25-AS1		560	tsl3
ENSG00000184402	55.02	20	62143795	62182484	SS18L1	26039	781	tsl5
ENSG00000184402	55.02	20	62143795	62182484	SS18L1	26039	4493	tsl1
ENSG00000184402	55.02	20	62143795	62182484	SS18L1	26039	456	tsl2
ENSG00000184402	55.02	20	62143795	62182484	SS18L1	26039	899	tsl5
ENSG00000184402	55.02	20	62143795	62182484	SS18L1	26039	1238	tsl1
ENSG00000080546	37.66	6	108986437	109094819	SESN1	27244	3509	tsl1
ENSG00000080546	37.66	6	108986437	109094819	SESN1	27244	2718	tsl1
ENSG00000080546	37.66	6	108986437	109094819	SESN1	27244	2676	tsl1
ENSG00000080546	37.66	6	108986437	109094819	SESN1	27244	746	tsl3
ENSG00000080546	37.66	6	108986437	109094819	SESN1	27244	592	tsl4
ENSG00000080546	37.66	6	108986437	109094819	SESN1	27244	920	tsl3
ENSG00000080546	37.66	6	108986437	109094819	SESN1	27244	381	tsl3
ENSG00000260948	38.75	1	111431046	111433068	AL390195.2		2023	tslNA
ENSG00000233337	37.79	1	111437514	111438037	UBE2FP3		524	tslNA
